package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
bookworm,0,0,795,0,0,149,0,795,0.0,
coin,0,0,252,0,0,50,0,252,0.0,none
dialog,12,2,11,12,2,9,14,25,48.0,Rhaeto-Romance <gnu-rumantsch@guglielmtux.ch>
dippi,0,0,1183,0,0,205,0,1183,0.0,none
gip,108,0,0,32,0,0,151,108,100.0,Rhaeto-Romance <gnu-rumantsch@guglielmtux.ch>
granite,0,0,498,0,0,118,0,498,0.0,
gtkspell,11,0,0,5,0,0,12,11,100.0,Rhaeto-Romance <gnu-rumantsch@guglielmtux.ch>
gtkspell3,10,5,1,5,1,1,10,16,62.5,Rhaeto-Romance <gnu-rumantsch@guglielmtux.ch>
harvey,0,0,182,0,0,33,0,182,0.0,none
mingw-libcharset,15,32,295,4,9,33,18,342,4.385964912280701,Rhaeto-Romance <gnu-rumantsch@guglielmtux.ch>
nutty,0,0,608,0,0,152,0,608,0.0,
optimizer,0,0,282,0,0,75,0,282,0.0,none
regextester,0,0,104,0,0,31,0,104,0.0,none
sugar-toolkit-gtk3,56,12,145,53,7,63,56,213,26.291079812206576,LANGUAGE <LL@li.org>
sympa,6,0,36422,6,0,3547,14,36428,0.016470846601515318,Rumantsch
wine,38,658,18585,22,258,3999,38,19281,0.19708521342254032,Romanish
