package,translatedsourcewords,fuzzysourcewords,untranslatedsourcewords,translated,fuzzy,untranslated,translatedtargetwords,totalsourcewordssum,progress,team
anaconda,187,114,8696,80,15,1038,220,8997,2.0784706013115484,Balochi <fedora-trans-bal@redhat.com>
chkconfig,423,9,16,86,2,2,447,448,94.41964285714286,Balochi <fedora-trans-bal@redhat.com>
newt,4,0,0,4,0,0,4,4,100.0,Balochi <fedora-trans-bal@redhat.com>
pessulus,88,0,0,30,0,0,129,88,100.0,Balochi <mostafa@daneshvar.org.uk>
setuptool,73,0,0,19,0,0,85,73,100.0,Balochi <fedora-trans-bal@redhat.com>
system-config-date-docs,0,0,660,0,0,52,0,660,0.0,LANGUAGE <LL@li.org>
system-config-nfs-docs,0,0,1185,0,0,66,0,1185,0.0,LANGUAGE <LL@li.org>
system-config-samba-docs,0,0,1188,0,0,62,0,1188,0.0,LANGUAGE <LL@li.org>
system-config-services-docs,0,0,638,0,0,28,0,638,0.0,LANGUAGE <LL@li.org>
system-config-users-docs,0,0,1054,0,0,77,0,1054,0.0,LANGUAGE <LL@li.org>
transifex,8,156,1547,7,64,286,10,1711,0.46756282875511396,Balochi <fedora-trans-bal@redhat.com>
